Serial Number:20638359 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","EOF"
2020-06-29 13:39:30,16.12,39.00,2.17, 
2020-06-29 13:40:30,16.10,39.98,2.50, 
2020-06-29 13:41:30,16.16,41.39,3.05, 
2020-06-29 13:42:30,16.19,36.15,1.18, 
2020-06-29 13:43:30,16.10,34.47,0.43, 
2020-06-29 13:44:30,15.95,37.77,1.57, 
2020-06-29 13:45:30,15.90,37.93,1.59, 
2020-06-29 13:46:30,15.96,35.16,0.59, 
2020-06-29 13:47:30,16.03,38.66,1.97, 
2020-06-29 13:48:30,16.13,38.61,2.04, 
2020-06-29 13:49:30,16.31,42.22,3.46, 
2020-06-29 13:50:30,16.42,37.90,2.04, 
2020-06-29 13:51:30,16.52,42.15,3.63, 
2020-06-29 13:52:30,16.74,41.77,3.70, 
2020-06-29 13:53:30,17.02,35.07,1.49, 
2020-06-29 13:54:30,17.10,40.20,3.48, 
2020-06-29 13:55:30,17.15,36.14,2.02, 
2020-06-29 13:56:30,17.15,38.86,3.04, 
2020-06-29 13:57:30,17.17,33.49,0.98, 
2020-06-29 13:58:30,17.19,38.11,2.80, 
2020-06-29 13:59:30,17.30,37.29,2.59, 
2020-06-29 14:00:30,17.43,36.44,2.38, 
2020-06-29 14:01:30,17.46,34.55,1.67, 
2020-06-29 14:02:30,17.38,35.78,2.09, 
2020-06-29 14:03:30,17.20,33.73,1.11, 
2020-06-29 14:04:30,16.96,37.20,2.27, 
2020-06-29 14:05:30,16.72,36.98,1.96, 
2020-06-29 14:06:30,16.60,37.12,1.91, 
2020-06-29 14:07:30,16.61,38.23,2.33, 
2020-06-29 14:08:30,16.72,38.90,2.67, 
2020-06-29 14:09:30,16.76,35.78,1.54, 
2020-06-29 14:10:30,16.81,37.56,2.26, 
2020-06-29 14:11:30,16.86,35.55,1.54, 
2020-06-29 14:12:30,16.78,37.08,2.06, 
2020-06-29 14:13:30,16.74,42.09,3.80, 
2020-06-29 14:14:30,16.75,38.04,2.39, 
2020-06-29 14:15:30,16.86,39.13,2.88, 
2020-06-29 14:16:30,17.01,34.60,1.29, 
2020-06-29 14:17:30,17.07,35.42,1.67, 
2020-06-29 14:18:30,17.11,37.25,2.42, 
2020-06-29 14:19:30,17.18,37.09,2.41, 
2020-06-29 14:20:30,17.14,34.93,1.54, 
2020-06-29 14:21:30,17.11,37.12,2.37, 
2020-06-29 14:22:30,17.13,40.91,3.75, 
2020-06-29 14:23:30,17.20,38.56,2.98, 
2020-06-29 14:24:30,17.21,38.53,2.98, 
2020-06-29 14:25:30,17.18,35.76,1.90, 
2020-06-29 14:26:30,17.11,38.10,2.73, 
2020-06-29 14:27:30,17.08,34.57,1.34, 
2020-06-29 14:28:30,16.99,38.11,2.62, 
2020-06-29 14:29:30,17.03,41.52,3.87, 
2020-06-29 14:30:30,17.09,36.99,2.30, 
2020-06-29 14:31:30,17.08,39.13,3.08, 
2020-06-29 14:32:30,17.09,39.52,3.23, 
2020-06-29 14:33:30,17.08,35.61,1.76, 
2020-06-29 14:34:30,17.02,35.36,1.60, 
2020-06-29 14:35:30,16.90,36.05,1.77, 
2020-06-29 14:36:30,16.91,34.79,1.28, 
2020-06-29 14:37:30,16.96,41.12,3.68, 
2020-06-29 14:38:30,16.92,35.38,1.53, 
2020-06-29 14:39:30,16.89,36.46,1.92, 
2020-06-29 14:40:30,16.93,40.66,3.49, 
2020-06-29 14:41:30,17.01,40.58,3.53, 
2020-06-29 14:42:30,17.20,40.38,3.63, 
2020-06-29 14:43:30,17.46,36.01,2.24, 
2020-06-29 14:44:30,17.62,36.47,2.57, 
2020-06-29 14:45:30,17.73,36.95,2.85, 
2020-06-29 14:46:30,17.80,34.06,1.77, 
2020-06-29 14:47:30,17.77,38.58,3.49, 
2020-06-29 14:48:30,17.89,39.86,4.06, 
2020-06-29 14:49:30,17.94,38.06,3.45, 
2020-06-29 14:50:30,18.08,35.61,2.64, 
2020-06-29 14:51:30,18.17,35.93,2.84, 
2020-06-29 14:52:30,18.29,31.36,1.05, 
2020-06-29 14:53:30,18.42,36.80,3.41, 
2020-06-29 14:54:30,18.58,35.44,3.02, 
2020-06-29 14:55:30,18.70,38.52,4.31, 
2020-06-29 14:56:30,18.83,36.57,3.68, 
2020-06-29 14:57:30,18.91,38.57,4.50, 
2020-06-29 14:58:30,19.01,36.32,3.75, 
2020-06-29 14:59:30,18.95,34.15,2.82, 
2020-06-29 15:00:30,18.87,33.64,2.54, 
2020-06-29 15:01:30,18.80,34.00,2.62, 
2020-06-29 15:02:30,18.69,32.28,1.80, 
2020-06-29 15:03:30,18.38,31.09,1.01, 
2020-06-29 15:04:30,18.06,34.31,2.10, 
2020-06-29 15:05:30,17.87,35.47,2.40, 
2020-06-29 15:06:30,17.68,36.50,2.64, 
2020-06-29 15:07:30,17.60,36.20,2.44, 
2020-06-29 15:08:30,17.54,37.95,3.06, 
2020-06-29 15:09:30,17.56,35.79,2.26, 
2020-06-29 15:10:30,17.69,38.99,3.58, 
2020-06-29 15:11:30,17.80,34.71,2.03, 
2020-06-29 15:12:30,17.85,37.04,2.99, 
2020-06-29 15:13:30,17.92,36.41,2.81, 
2020-06-29 15:14:30,17.99,38.71,3.74, 
2020-06-29 15:15:30,18.02,38.13,3.55, 
2020-06-29 15:16:30,18.04,36.98,3.13, 
2020-06-29 15:17:30,18.11,43.02,5.36, 
2020-06-29 15:18:30,18.18,40.76,4.64, 
2020-06-29 15:19:30,18.26,38.53,3.92, 
2020-06-29 15:20:30,18.33,37.87,3.73, 
2020-06-29 15:21:30,18.37,38.16,3.88, 
2020-06-29 15:22:30,18.39,41.87,5.22, 
2020-06-29 15:23:30,18.44,41.73,5.22, 
2020-06-29 15:24:30,18.63,36.02,3.28, 
2020-06-29 15:25:30,18.64,34.61,2.73, 
2020-06-29 15:26:30,18.56,33.94,2.39, 
2020-06-29 15:27:30,18.34,34.38,2.37, 
2020-06-29 15:28:30,18.09,35.86,2.75, 
2020-06-29 15:29:30,17.80,36.30,2.66, 
2020-06-29 15:30:30,17.51,33.19,1.15, 
2020-06-29 15:31:30,17.26,38.74,3.10, 
2020-06-29 15:32:30,17.08,35.51,1.72, 
2020-06-29 15:33:30,16.96,38.97,2.92, 
2020-06-29 15:34:30,17.00,37.54,2.42, 
2020-06-29 15:35:30,16.94,37.88,2.50, 
2020-06-29 15:36:30,16.90,38.41,2.66, 
2020-06-29 15:37:30,17.01,41.68,3.91, 
2020-06-29 15:38:30,17.22,42.98,4.54, 
2020-06-29 15:39:30,17.50,42.09,4.49, 
2020-06-29 15:40:30,17.83,39.43,3.86, 
2020-06-29 15:41:30,18.12,33.00,1.61, 
2020-06-29 15:42:30,18.29,39.00,4.12, 
2020-06-29 15:43:30,18.38,40.02,4.56, 
2020-06-29 15:44:30,18.52,35.49,2.98, 
2020-06-29 15:45:30,18.55,35.01,2.82, 
2020-06-29 15:46:30,18.67,35.29,3.03, 
2020-06-29 15:47:30,18.82,34.46,2.83, 
2020-06-29 15:48:30,19.03,37.98,4.40, 
2020-06-29 15:49:30,19.22,33.88,2.94, 
2020-06-29 15:50:30,19.31,35.54,3.70, 
2020-06-29 15:51:30,19.38,34.89,3.50, 
2020-06-29 15:52:30,19.53,31.41,2.15, 
2020-06-29 15:53:30,19.58,36.73,4.41, 
2020-06-29 15:54:30,19.68,37.13,4.65, 
2020-06-29 15:55:30,19.79,35.76,4.21, 
2020-06-29 15:56:30,19.91,35.04,4.03, 
2020-06-29 15:57:30,20.01,32.79,3.17, 
2020-06-29 15:58:30,19.92,35.24,4.12, 
2020-06-29 15:59:30,19.75,35.02,3.88, 
2020-06-29 16:00:30,19.73,30.03,1.69, 
2020-06-29 16:01:30,19.79,30.53,1.98, 
2020-06-29 16:02:30,19.82,30.97,2.20, 
2020-06-29 16:03:30,19.80,29.58,1.54, 
2020-06-29 16:04:30,19.75,32.77,2.94, 
2020-06-29 16:05:30,19.66,31.98,2.51, 
2020-06-29 16:06:30,19.63,31.58,2.32, 
2020-06-29 16:07:30,19.68,36.80,4.52, 
2020-06-29 16:08:30,19.81,36.82,4.64, 
2020-06-29 16:09:30,19.87,31.66,2.56, 
2020-06-29 16:10:30,19.69,29.34,1.34, 
2020-06-29 16:11:30,19.47,28.66,0.82, 
2020-06-29 16:12:30,19.32,28.67,0.70, 
2020-06-29 16:13:30,19.15,28.74,0.59, 
2020-06-29 16:14:30,18.93,28.38,0.22, 
2020-06-29 16:15:30,18.70,34.09,2.58, 
2020-06-29 16:16:30,18.57,34.68,2.70, 
2020-06-29 16:17:30,18.62,34.56,2.69, 
2020-06-29 16:18:30,18.73,34.12,2.62, 
2020-06-29 16:19:30,18.94,33.66,2.60, 
2020-06-29 16:20:30,19.06,30.45,1.31, 
2020-06-29 16:21:30,18.96,32.36,2.07, 
2020-06-29 16:22:30,18.78,34.07,2.63, 
2020-06-29 16:23:30,18.54,33.33,2.12, 
2020-06-29 16:24:30,18.34,33.04,1.81, 
2020-06-29 16:25:30,18.21,37.08,3.33, 
2020-06-29 16:26:30,18.08,34.36,2.14, 
2020-06-29 16:27:30,18.02,35.17,2.41, 
2020-06-29 16:28:30,18.04,37.10,3.18, 
2020-06-29 16:29:30,18.12,34.43,2.21, 
2020-06-29 16:30:30,18.13,31.66,1.04, 
2020-06-29 16:31:30,18.03,32.62,1.37, 
2020-06-29 16:32:30,18.00,36.67,2.99, 
2020-06-29 16:33:30,18.08,39.47,4.10, 
2020-06-29 16:34:30,18.14,37.53,3.44, 
2020-06-29 16:35:30,18.15,34.01,2.06, 
2020-06-29 16:36:30,18.12,35.16,2.50, 
2020-06-29 16:37:30,18.23,36.39,3.08, 
2020-06-29 16:38:30,18.47,33.56,2.15, 
2020-06-29 16:39:30,18.76,32.19,1.82, 
2020-06-29 16:40:30,18.92,30.59,1.25, 
2020-06-29 16:41:30,19.03,29.72,0.95, 
2020-06-29 16:42:30,19.16,31.62,1.92, 
2020-06-29 16:43:30,19.35,30.17,1.43, 
2020-06-29 16:44:30,19.51,32.00,2.39, 
2020-06-29 16:45:30,19.52,31.40,2.13, 
2020-06-29 16:46:30,19.53,31.57,2.22, 
2020-06-29 16:47:30,19.57,31.05,2.02, 
2020-06-29 16:48:30,19.70,32.25,2.67, 
2020-06-29 16:49:30,19.80,33.51,3.29, 
2020-06-29 16:50:30,19.90,31.62,2.57, 
2020-06-29 16:51:30,19.91,30.72,2.17, 
2020-06-29 16:52:30,19.96,30.60,2.16, 
2020-06-29 16:53:30,20.12,33.45,3.55, 
2020-06-29 16:54:30,20.26,29.61,1.95, 
2020-06-29 16:55:30,20.40,31.49,2.94, 
2020-06-29 16:56:30,20.59,30.62,2.71, 
2020-06-29 16:57:30,20.75,32.40,3.65, 
2020-06-29 16:58:30,20.70,29.33,2.20, 
2020-06-29 16:59:30,20.56,31.67,3.16, 
2020-06-29 17:00:30,20.46,31.94,3.20, 
2020-06-29 17:01:30,20.48,32.50,3.46, 
2020-06-29 17:02:30,20.58,32.00,3.33, 
2020-06-29 17:03:30,20.69,35.13,4.75, 
2020-06-29 17:04:30,20.78,33.14,4.00, 
2020-06-29 17:05:30,20.86,30.56,2.92, 
2020-06-29 17:06:30,20.64,29.67,2.32, 
2020-06-29 17:07:30,20.28,31.93,3.03, 
2020-06-29 17:08:30,19.99,35.10,4.12, 
2020-06-29 17:09:30,19.84,34.47,3.73, 
2020-06-29 17:10:30,19.87,35.95,4.36, 
2020-06-29 17:11:30,19.96,32.12,2.84, 
2020-06-29 17:12:30,19.91,32.41,2.93, 
2020-06-29 17:13:30,19.89,32.92,3.13, 
2020-06-29 17:14:30,19.80,35.12,3.96, 
2020-06-29 17:15:30,19.71,35.88,4.19, 
2020-06-29 17:16:30,19.72,36.70,4.52, 
2020-06-29 17:17:30,19.91,35.16,4.08, 
2020-06-29 17:18:30,20.27,36.29,4.85, 
2020-06-29 17:19:30,20.62,29.66,2.29, 
2020-06-29 17:20:30,20.79,30.01,2.60, 
2020-06-29 17:21:30,20.77,30.06,2.61, 
2020-06-29 17:22:30,20.47,30.41,2.51, 
2020-06-29 17:23:30,20.25,35.95,4.69, 
2020-06-29 17:24:30,20.20,33.04,3.45, 
2020-06-29 17:25:30,20.28,34.16,3.99, 
2020-06-29 17:26:30,20.42,33.40,3.79, 
2020-06-29 17:27:30,20.62,36.71,5.32, 
2020-06-29 17:28:30,20.86,33.07,4.04, 
2020-06-29 17:29:30,20.94,32.64,3.93, 
2020-06-29 17:30:30,20.98,40.17,6.94, 
2020-06-29 17:31:30,21.17,34.53,4.93, 
2020-06-29 17:32:30,21.39,38.59,6.73, 
2020-06-29 17:33:30,21.69,36.00,5.99, 
2020-06-29 17:34:30,21.93,38.28,7.09, 
2020-06-29 17:35:30,22.09,31.80,4.55, 
2020-06-29 17:36:30,22.02,27.36,2.36, 
2020-06-29 17:37:30,21.79,30.15,3.54, 
2020-06-29 17:38:30,21.60,34.16,5.15, 
2020-06-29 17:39:30,21.63,31.45,3.99, 
2020-06-29 17:40:30,21.63,30.70,3.65, 
2020-06-29 17:41:30,21.58,32.33,4.34, 
2020-06-29 17:42:30,21.51,28.34,2.42, 
2020-06-29 17:43:30,21.51,28.74,2.62, 
2020-06-29 17:44:30,21.51,30.64,3.52, 
2020-06-29 17:45:30,21.58,27.66,2.14, 
2020-06-29 17:46:30,21.62,29.17,2.92, 
2020-06-29 17:47:30,21.66,32.17,4.34, 
2020-06-29 17:48:30,21.68,34.55,5.39, 
2020-06-29 17:49:30,21.74,31.41,4.07, 
2020-06-29 17:50:30,21.77,31.96,4.34, 
2020-06-29 17:51:30,21.79,29.63,3.29, 
2020-06-29 17:52:30,21.79,32.54,4.62, 
2020-06-29 17:53:30,21.83,34.67,5.57, 
2020-06-29 17:54:30,21.78,32.83,4.74, 
2020-06-29 17:55:30,21.65,28.37,2.56, 
2020-06-29 17:56:30,21.59,32.95,4.62, 
2020-06-29 17:57:30,21.60,32.93,4.62, 
2020-06-29 17:58:30,21.47,30.26,3.31, 
2020-06-29 17:59:30,21.06,28.43,2.08, 
2020-06-29 18:00:30,20.60,32.06,3.37, 
2020-06-29 18:01:30,20.19,30.51,2.32, 
2020-06-29 18:02:30,19.73,28.90,1.16, 
2020-06-29 18:03:30,19.43,31.34,2.03, 
2020-06-29 18:04:30,19.22,33.91,2.95, 
2020-06-29 18:05:30,19.04,33.18,2.49, 
2020-06-29 18:06:30,18.88,33.60,2.53, 
2020-06-29 18:07:30,18.83,31.46,1.56, 
2020-06-29 18:08:30,18.88,31.50,1.63, 
2020-06-29 18:09:30,18.93,31.54,1.68, 
2020-06-29 18:10:30,18.96,34.44,2.95, 
2020-06-29 18:11:30,18.96,33.56,2.58, 
2020-06-29 18:12:30,18.84,34.56,2.89, 
2020-06-29 18:13:30,18.58,34.12,2.48, 
2020-06-29 18:14:30,18.37,31.71,1.27, 
2020-06-29 18:15:30,18.11,32.32,1.31, 
2020-06-29 18:16:30,17.81,34.67,2.03, 
2020-06-29 18:17:30,17.51,37.00,2.67, 
2020-06-29 18:18:30,17.30,38.77,3.14, 
2020-06-29 18:19:30,17.09,35.47,1.71, 
2020-06-29 18:20:30,16.89,36.51,1.94, 
2020-06-29 18:21:30,16.70,37.33,2.08, 
2020-06-29 18:22:30,16.55,36.24,1.53, 
2020-06-29 18:23:30,16.33,34.92,0.82, 
2020-06-29 18:24:30,16.08,35.81,0.95, 
2020-06-29 18:25:30,15.86,36.55,1.04, 
2020-06-29 18:26:30,15.73,37.53,1.29, 
2020-06-29 18:27:30,15.61,37.73,1.26, 
2020-06-29 18:28:30,15.52,37.33,1.02, 
2020-06-29 18:29:30,15.40,37.13,0.84, 
2020-06-29 18:30:30,15.27,37.07,0.71, 
2020-06-29 18:31:30,15.08,37.03,0.52, 
2020-06-29 18:32:30,14.93,38.71,1.00, 
2020-06-29 18:33:30,14.83,38.28,0.76, 
2020-06-29 18:34:30,14.79,38.16,0.68, 
2020-06-29 18:35:30,14.67,38.63,0.74, 
2020-06-29 18:36:30,14.59,40.53,1.34, 
2020-06-29 18:37:30,14.57,41.98,1.81, 
2020-06-29 18:38:30,14.60,38.76,0.73, 
2020-06-29 18:39:30,14.65,38.88,0.81, 
2020-06-29 18:40:30,14.69,40.95,1.57, 
2020-06-29 18:41:30,14.69,38.50,0.72, 
2020-06-29 18:42:30,14.70,41.36,1.72, 
2020-06-29 18:43:30,14.65,39.12,0.90, 
2020-06-29 18:44:30,14.63,40.76,1.45, 
2020-06-29 18:45:30,14.62,41.61,1.73, 
2020-06-29 18:46:30,14.59,40.34,1.28, 
2020-06-29 18:47:30,14.56,42.50,1.98, 
2020-06-29 18:48:30,14.56,42.37,1.93, 
2020-06-29 18:49:30,14.56,41.16,1.53, 
2020-06-29 18:50:30,14.64,40.97,1.53, 
2020-06-29 18:51:30,14.70,38.24,0.63, 
2020-06-29 18:52:30,14.73,39.22,1.01, 
2020-06-29 18:53:30,14.83,40.71,1.62, 
2020-06-29 18:54:30,14.89,40.61,1.64, 
2020-06-29 18:55:30,14.98,40.57,1.71, 
2020-06-29 18:56:30,15.12,40.07,1.65, 
2020-06-29 18:57:30,15.13,38.77,1.21, 
2020-06-29 18:58:30,15.17,38.78,1.25, 
2020-06-29 18:59:30,15.19,41.35,2.16, 
2020-06-29 19:00:30,15.26,40.55,1.95, 
2020-06-29 19:01:30,15.25,38.74,1.30, 
2020-06-29 19:02:30,15.24,40.81,2.02, 
2020-06-29 19:03:30,15.19,42.80,2.65, 
2020-06-29 19:04:30,15.22,42.71,2.64, 
2020-06-29 19:05:30,15.27,44.05,3.12, 
2020-06-29 19:06:30,15.33,40.06,1.85, 
2020-06-29 19:07:30,15.34,38.85,1.43, 
2020-06-29 19:08:30,15.30,40.71,2.04, 
2020-06-29 19:09:30,15.16,38.15,1.01, 
2020-06-29 19:10:30,15.00,41.18,1.93, 
2020-06-29 19:11:30,14.84,39.17,1.09, 
2020-06-29 19:12:30,14.80,40.65,1.57, 
2020-06-29 19:13:30,14.78,43.65,2.55, 
2020-06-29 19:14:30,14.85,37.78,0.60, 
2020-06-29 19:15:30,14.87,40.37,1.54, 
2020-06-29 19:16:30,14.98,40.63,1.73, 
2020-06-29 19:17:30,15.07,39.82,1.52, 
2020-06-29 19:18:30,15.26,38.53,1.24, 
2020-06-29 19:19:30,15.34,36.62,0.61, 
2020-06-29 19:20:30,15.34,40.62,2.05, 
2020-06-29 19:21:30,15.24,38.83,1.32, 
2020-06-29 19:22:30,15.17,39.22,1.41, 
2020-06-29 19:23:30,15.09,42.62,2.49, 
2020-06-29 19:24:30,15.19,39.30,1.45, 
2020-06-29 19:25:30,15.30,39.25,1.53, 
2020-06-29 19:26:30,15.45,39.22,1.65, 
2020-06-29 19:27:30,15.47,38.20,1.31, 
2020-06-29 19:28:30,15.42,38.49,1.36, 
2020-06-29 19:29:30,15.37,39.44,1.66, 
2020-06-29 19:30:30,15.25,39.28,1.50, 
2020-06-29 19:31:30,15.22,37.35,0.76, 
2020-06-29 19:32:30,15.06,37.17,0.56, 
2020-06-29 19:33:30,14.94,39.74,1.38, 
2020-06-29 19:34:30,14.87,41.57,1.95, 
2020-06-29 19:35:30,15.00,42.25,2.29, 
2020-06-29 19:36:30,15.16,42.69,2.58, 
2020-06-29 19:37:30,15.37,40.56,2.05, 
2020-06-29 19:38:30,15.51,42.29,2.76, 
2020-06-29 19:39:30,15.53,39.12,1.69, 
2020-06-29 19:40:30,15.46,36.70,0.74, 
2020-06-29 19:41:30,15.34,37.89,1.08, 
2020-06-29 19:42:30,15.23,36.78,0.56, 
2020-06-29 19:43:30,15.06,42.55,2.44, 
2020-06-29 19:44:30,14.96,39.83,1.43, 
2020-06-29 19:45:30,14.79,38.66,0.86, 
2020-06-29 19:46:30,14.69,40.55,1.44, 
2020-06-29 19:47:30,14.56,41.60,1.68, 
2020-06-29 19:48:30,14.44,39.39,0.81, 
2020-06-29 19:49:30,14.36,39.70,0.84, 
2020-06-29 19:50:30,14.25,39.36,0.63, 
2020-06-29 19:51:30,14.13,40.99,1.08, 
2020-06-29 19:52:30,14.03,41.84,1.27, 
2020-06-29 19:53:30,13.93,39.19,0.28, 
2020-06-29 19:54:30,13.86,40.20,0.58, 
2020-06-29 19:55:30,13.80,40.68,0.68, 
2020-06-29 19:56:30,13.77,41.58,0.96, 
2020-06-29 19:57:30,13.74,41.68,0.96, 
2020-06-29 19:58:30,13.73,43.11,1.42, 
2020-06-29 19:59:30,13.70,43.47,1.52, 
2020-06-29 20:00:30,13.68,41.49,0.85, 
2020-06-29 20:01:30,13.70,41.17,0.76, 
2020-06-29 20:02:30,13.78,42.02,1.11, 
2020-06-29 20:03:30,13.82,43.25,1.55, 
2020-06-29 20:04:30,13.91,42.59,1.42, 
2020-06-29 20:05:30,13.95,42.23,1.33, 
2020-06-29 20:06:30,13.97,43.34,1.72, 
2020-06-29 20:07:30,13.91,42.01,1.22, 
2020-06-29 20:08:30,13.86,41.59,1.05, 
2020-06-29 20:09:30,13.78,42.93,1.41, 
2020-06-29 20:10:30,13.76,42.75,1.33, 
2020-06-29 20:11:30,13.81,41.70,1.03, 
2020-06-29 20:12:30,13.95,41.19,0.99, 
2020-06-29 20:13:30,14.13,42.17,1.48, 
2020-06-29 20:14:30,14.33,41.45,1.42, 
2020-06-29 20:15:30,14.45,42.12,1.76, 
2020-06-29 20:16:30,14.62,41.86,1.81, 
2020-06-29 20:17:30,14.65,37.68,0.38, 
2020-06-29 20:18:30,14.56,41.49,1.64, 
2020-06-29 20:19:30,14.53,39.32,0.86, 
2020-06-29 20:20:30,14.40,39.80,0.92, 
2020-06-29 20:21:30,14.25,38.95,0.49, 
2020-06-29 20:22:30,14.06,38.32,0.09, 
2020-06-29 20:23:30,13.93,39.03,0.22, 
2020-06-29 20:24:30,13.81,42.73,1.37, 
2020-06-29 20:25:30,13.69,41.54,0.87, 
2020-06-29 20:26:30,13.62,41.61,0.83, 
2020-06-29 20:27:30,13.53,38.84,-0.20, 
2020-06-29 20:28:30,13.47,40.96,0.48, 
2020-06-29 20:29:30,13.35,39.98,0.04, 
2020-06-29 20:30:30,13.30,40.12,0.03, 
2020-06-29 20:31:30,13.26,40.21,0.04, 
2020-06-29 20:32:30,13.25,40.79,0.22, 
2020-06-29 20:33:30,13.21,41.68,0.49, 
2020-06-29 20:34:30,13.21,45.32,1.65, 
2020-06-29 20:35:30,13.27,41.64,0.53, 
2020-06-29 20:36:30,13.37,40.41,0.20, 
2020-06-29 20:37:30,13.53,40.42,0.35, 
2020-06-29 20:38:30,13.69,39.48,0.17, 
2020-06-29 20:39:30,13.73,39.47,0.20, 
2020-06-29 20:40:30,13.74,39.38,0.18, 
2020-06-29 20:41:30,13.75,42.21,1.15, 
2020-06-29 20:42:30,13.66,45.35,2.07, 
2020-06-29 20:43:30,13.63,43.83,1.56, 
2020-06-29 20:44:30,13.59,40.77,0.52, 
2020-06-29 20:45:30,13.47,42.44,0.97, 
2020-06-29 20:46:30,13.41,41.99,0.77, 
2020-06-29 20:47:30,13.35,43.72,1.27, 
2020-06-29 20:48:30,13.29,42.48,0.82, 
2020-06-29 20:49:30,13.29,43.36,1.10, 
2020-06-29 20:50:30,13.24,42.40,0.75, 
2020-06-29 20:51:30,13.19,41.61,0.44, 
2020-06-29 20:52:30,13.18,47.36,2.24, 
2020-06-29 20:53:30,13.09,44.27,1.21, 
2020-06-29 20:54:30,13.07,42.79,0.72, 
2020-06-29 20:55:30,13.02,43.87,1.02, 
2020-06-29 20:56:30,12.94,43.83,0.94, 
2020-06-29 20:57:30,12.90,43.97,0.95, 
2020-06-29 20:58:30,12.85,42.57,0.45, 
2020-06-29 20:59:30,12.80,42.56,0.40, 
2020-06-29 21:00:30,12.78,40.48,-0.30, 
2020-06-29 21:01:30,12.74,40.30,-0.40, 
2020-06-29 21:02:30,12.72,40.11,-0.49, 
2020-06-29 21:03:30,12.66,41.02,-0.23, 
2020-06-29 21:04:30,12.61,41.28,-0.19, 
2020-06-29 21:05:30,12.56,42.79,0.26, 
2020-06-29 21:06:30,12.50,43.20,0.34, 
2020-06-29 21:07:30,12.44,40.56,-0.58, 
2020-06-29 21:08:30,12.41,41.87,-0.18, 
2020-06-29 21:09:30,12.38,40.18,-0.76, 
2020-06-29 21:10:30,12.36,39.93,-0.87, 
2020-06-29 21:11:30,12.32,41.38,-0.42, 
2020-06-29 21:12:30,12.32,41.37,-0.42, 
2020-06-29 21:13:30,12.34,41.10,-0.49, 
2020-06-29 21:14:30,12.32,39.89,-0.92, 
2020-06-29 21:15:30,12.35,44.50,0.61, 
2020-06-29 21:16:30,12.37,43.25,0.24, 
2020-06-29 21:17:30,12.48,44.55,0.74, 
2020-06-29 21:18:30,12.57,40.00,-0.66, 
2020-06-29 21:19:30,12.57,39.72,-0.76, 
2020-06-29 21:20:30,12.61,40.52,-0.44, 
2020-06-29 21:21:30,12.62,39.97,-0.62, 
2020-06-29 21:22:30,12.61,40.55,-0.43, 
2020-06-29 21:23:30,12.56,40.18,-0.61, 
2020-06-29 21:24:30,12.50,40.29,-0.62, 
2020-06-29 21:25:30,12.44,40.02,-0.77, 
2020-06-29 21:26:30,12.37,40.30,-0.73, 
2020-06-29 21:27:30,12.31,40.60,-0.69, 
2020-06-29 21:28:30,12.21,39.94,-1.00, 
2020-06-29 21:29:30,12.17,40.91,-0.71, 
2020-06-29 21:30:30,12.06,40.50,-0.94, 
2020-06-29 21:31:30,12.02,41.34,-0.70, 
2020-06-29 21:32:30,11.93,40.10,-1.19, 
2020-06-29 21:33:30,11.85,40.22,-1.23, 
2020-06-29 21:34:30,11.81,42.00,-0.68, 
2020-06-29 21:35:30,11.76,41.88,-0.76, 
2020-06-29 21:36:30,11.71,43.55,-0.27, 
2020-06-29 21:37:30,11.59,42.78,-0.62, 
2020-06-29 21:38:30,11.58,41.08,-1.18, 
2020-06-29 21:39:30,11.56,41.50,-1.06, 
2020-06-29 21:40:30,11.54,42.93,-0.62, 
2020-06-29 21:41:30,11.54,41.04,-1.24, 
2020-06-29 21:42:30,11.55,44.54,-0.11, 
2020-06-29 21:43:30,11.52,42.58,-0.75, 
2020-06-29 21:44:30,11.48,44.41,-0.20, 
2020-06-29 21:45:30,11.47,43.22,-0.59, 
2020-06-29 21:46:30,11.43,44.51,-0.22, 
2020-06-29 21:47:30,11.42,44.34,-0.29, 
2020-06-29 21:48:30,11.38,43.31,-0.65, 
2020-06-29 21:49:30,11.28,44.94,-0.23, 
2020-06-29 21:50:30,11.23,43.37,-0.76, 
2020-06-29 21:51:30,11.23,42.72,-0.97, 
2020-06-29 21:52:30,11.18,44.61,-0.42, 
2020-06-29 21:53:30,11.12,45.42,-0.23, 
2020-06-29 21:54:30,11.08,43.09,-0.99, 
2020-06-29 21:55:30,11.04,44.21,-0.67, 
2020-06-29 21:56:30,10.98,44.93,-0.50, 
2020-06-29 21:57:30,10.95,44.93,-0.53, 
2020-06-29 21:58:30,10.92,45.88,-0.28, 
2020-06-29 21:59:30,10.90,47.45,0.18, 
2020-06-29 22:00:30,10.84,46.37,-0.20, 
2020-06-29 22:01:30,10.80,42.40,-1.46, 
2020-06-29 22:02:30,10.80,45.91,-0.38, 
2020-06-29 22:03:30,10.74,47.36,0.00, 
2020-06-29 22:04:30,10.73,48.90,0.44, 
2020-06-29 22:05:30,10.67,48.24,0.19, 
2020-06-29 22:06:30,10.62,48.52,0.22, 
2020-06-29 22:07:30,10.56,48.12,0.06, 
2020-06-29 22:08:30,10.51,47.06,-0.30, 
2020-06-29 22:09:30,10.46,46.47,-0.51, 
2020-06-29 22:10:30,10.45,49.55,0.36, 
2020-06-29 22:11:30,10.41,44.92,-1.02, 
2020-06-29 22:12:30,10.38,47.32,-0.34, 
